eSLDB code	Original Database Code	SwissProt entry	SwissProt homologue	Prediction
CE000023814	Y53G8AM.4	None	None	Transmembrane
CE000018593	Y45G12C.8	None	None	Transmembrane
CE000002862	F10E9.10	None	None	Transmembrane
CE000014757	C25H3.15	None	None	None
CE000023494	F59B2.7	RAB6A_CAEEL	RAB6A_HUMAN	Nucleus
CE000001120	F48D6.2b	None	None	Transmembrane
CE000017731	F54E7.3a	None	PAR3_CAEEL	Cytoplasm
CE000010945	C09G1.1	None	None	Transmembrane
CE000015559	Y57A10A.31	None	ARI1_HUMAN	Nucleus
CE000025061	Y48C3A.1	None	None	Secretory
CE000024064	C05D11.9	None	POP1_HUMAN	Secretory
CE000005318	Y54G2A.26b.1	None	None	None
CE000005319	Y54G2A.26b.2	None	None	None
CE000013961	C09F12.2	None	None	Transmembrane
CE000007859	C36C5.10	None	None	Transmembrane
CE000019859	F22E5.16	None	None	Transmembrane
CE000011285	C06E1.1	None	None	Transmembrane
CE000021433	C25H3.14.3	None	None	Cytoplasm
CE000021431	C25H3.14.1	None	None	Secretory
CE000021432	C25H3.14.2	None	None	Mitochondrion
CE000004073	Y47D3A.30	None	None	Transmembrane
CE000019623	ZK1098.1	None	PRP40_MOUSE	Secretory
CE000021820	W10G11.17	None	None	Cytoplasm
CE000023919	F22E5.4	None	None	Transmembrane
CE000013468	F33H2.2	None	None	Secretory
CE000024972	C13C12.1	None	CABP1_RAT	Cytoplasm
CE000004431	F55C12.5a	None	None	Transmembrane
CE000012681	Y39G10AR.8	None	SUV9_DROME	Cytoplasm
CE000018641	Y34D9A.3	None	None	None
CE000017204	B0361.8	YMP8_CAEEL	None	Transmembrane
CE000004690	H32C10.3	None	ZDHC9_HUMAN	Transmembrane
CE000024012	T13H5.6	None	None	Transmembrane
CE000008461	C39B10.1	None	None	Transmembrane
CE000023539	F22E5.21	None	None	None
CE000013409	F55E10.4	None	None	Transmembrane
CE000015637	C03G5.8	None	None	Nucleus
CE000018813	Y57G11C.3	None	G6PE_HUMAN	Cytoplasm
CE000002129	C07A9.5	None	SPTCA_DROME	Secretory
CE000004491	Y39A3CL.4b	None	None	Cytoplasm
CE000018150	K02A6.3b.1	None	None	Nucleus
CE000004107	K02A6.3b.2	None	None	Nucleus
CE000006284	F14F3.2	None	GIT1_HUMAN	Nucleus
CE000013600	F36H12.2	None	None	Cytoplasm
CE000015432	T28A11.18	None	None	Cytoplasm
CE000003287	T23B12.11	None	None	None
CE000025246	Y57A10A.25	None	PARN_XENLA	Nucleus
CE000002775	E01B7.2	None	None	Transmembrane
CE000003936	F17C11.8.2	None	None	None
CE000003935	F17C11.8.1	None	None	None
CE000000747	Y55B1BM.1b	None	None	Nucleus
CE000019467	Y106G6D.8.2	None	None	Cytoplasm
CE000019470	Y106G6D.8.1	None	None	Cytoplasm
CE000012223	R06A10.2.1	None	GNAZ_RAT	Secretory
CE000012222	R06A10.2.2	None	GNAZ_RAT	Cytoplasm
CE000008374	ZK896.8	None	ANPRB_ANGJA	Transmembrane
CE000001977	F52F10.3	None	None	Transmembrane
CE000010688	F28C6.1	None	AP2A_RAT	Cytoplasm
CE000012262	Y19D10A.6	None	BP10_PARLI	Cytoplasm
CE000008939	Y57A10A.13	None	None	Secretory
CE000021542	C55C2.1	None	SCRT1_HUMAN	Mitochondrion
CE000015512	ZC410.5a	None	None	Nucleus
CE000016643	F10B5.9	None	None	Transmembrane
CE000000286	Y67A10A.1	None	None	Transmembrane
CE000013782	K11G12.1a	NAS11_CAEEL	TLL1_CHICK	Nucleus
CE000004169	B0213.12	None	CP2BB_CANFA	Mitochondrion
CE000007881	C26D10.2b.2	None	UAP56_HUMAN	Nucleus
CE000007880	C26D10.2b.1	None	UAP56_HUMAN	Mitochondrion
CE000016885	ZK863.4.2	None	None	Cytoplasm
CE000011465	ZK863.4.1	None	None	Nucleus
CE000004572	F46B3.15	None	None	Cytoplasm
CE000010653	F44B9.4a	None	CCNT1_HUMAN	Secretory
CE000010653	F44B9.4a	None	CCNT2_HUMAN	Secretory
CE000017831	R05G6.10.1	None	RPGF6_HUMAN	Nucleus
CE000017832	R05G6.10.2	None	RPGF6_HUMAN	Mitochondrion
CE000007872	R119.6	None	TAF4_HUMAN	Cytoplasm
CE000007872	R119.6	None	TAF4B_HUMAN	Cytoplasm
CE000015496	T21D12.7	None	TFPI1_HUMAN	Mitochondrion
CE000022516	F41F3.1	None	None	Transmembrane
CE000005046	ZC204.1	None	None	Mitochondrion
CE000024887	C56G2.3	None	None	Mitochondrion
CE000023749	C36B7.1	None	DYRK2_HUMAN	Transmembrane
CE000023987	F59E11.16	None	None	Transmembrane
CE000001592	F54B8.4	None	None	Cytoplasm
CE000021935	C42D4.2	None	EST1_CAEEL	Transmembrane
CE000010834	Y113G7B.9	None	None	Transmembrane
CE000019159	Y105C5A.12	None	None	Secretory
CE000024454	F09F3.13	None	None	Transmembrane
CE000016826	F56D2.5	None	RNF14_HUMAN	Secretory
CE000020913	ZK662.3a	NHR48_CAEEL	HR96_DROME	Secretory
CE000012658	F59B10.2	None	None	Cytoplasm
CE000016215	Y46C8AL.8	None	None	Cytoplasm
CE000010216	C42D8.3	None	PANK1_HUMAN	Cytoplasm
CE000018160	Y71G12B.13	None	None	Secretory
CE000019106	M04B2.4.2	None	SARDH_RAT	Secretory
CE000019105	M04B2.4.1	None	SARDH_RAT	Cytoplasm
CE000018474	F55G11.10	None	None	Secretory
CE000019664	C14B9.10.2	None	None	Secretory
CE000019663	C14B9.10.1	None	None	Nucleus
CE000019665	C14B9.10.3	None	None	Cytoplasm
CE000004329	T11B7.3	None	None	Cytoplasm
CE000018667	W05B5.2	None	OX2R_MOUSE	Transmembrane
CE000018667	W05B5.2	None	OX2R_RAT	Transmembrane
CE000004205	R04D3.9	None	None	Transmembrane
CE000002339	K12D9.12	None	None	Mitochondrion
CE000018637	Y57G11C.48	None	None	Nucleus
CE000013814	T24C12.3	None	None	Mitochondrion
CE000014079	C10G6.1b.1	None	None	Nucleus
CE000014078	C10G6.1b.2	None	None	Secretory
CE000004264	Y39G10AR.17	None	None	Cytoplasm
CE000013240	Y50D4B.2	None	None	Transmembrane
CE000020568	F10B5.1.1	None	None	Mitochondrion
CE000020567	F10B5.1.2	None	None	Secretory
CE000020152	Y53F4B.30	None	PTGD2_CHICK	Mitochondrion
CE000009912	F14D7.5	None	None	Nucleus
CE000002868	Y9C9A.2	None	None	Transmembrane
CE000013027	K08E4.5	None	None	Transmembrane
CE000007675	Y38E10A.25	None	None	Cytoplasm
CE000017420	K01A11.1	None	None	Secretory
CE000025750	F59F5.7	None	None	Transmembrane
CE000014106	R10A10.2	None	RBX2_HUMAN	Nucleus
CE000012275	F55A8.2f	None	KAPCA_BOVIN	Nucleus
CE000009944	K02F6.5	None	KCD13_HUMAN	Cytoplasm
CE000007311	F37B4.12	None	None	Transmembrane
CE000001964	F45B8.2	None	RGS3_HUMAN	Nucleus
CE000002855	F32H2.8	None	None	Nucleus
CE000019744	F26A1.4	None	KC1G1_HUMAN	Secretory
CE000019744	F26A1.4	None	KC1A_RABIT	Secretory
CE000019744	F26A1.4	None	KC1A_HUMAN	Secretory
CE000019744	F26A1.4	None	KC1A_SHEEP	Secretory
CE000019744	F26A1.4	None	KC1A_RAT	Secretory
CE000019744	F26A1.4	None	KC1A_BOVIN	Secretory
CE000018670	R52.8	None	None	Secretory
CE000023553	H32K21.1	None	None	Nucleus
CE000012085	C14H10.1	None	FOI_DROME	Transmembrane
CE000004292	Y60A3A.25	None	None	None
CE000019857	F52B11.5	None	None	Nucleus
CE000020658	EGAP1.1	None	None	Cytoplasm
CE000006680	Y18D10A.21	None	None	Secretory
CE000018584	C43H6.4	None	None	Secretory
CE000008911	F56D1.1	YSO1_CAEEL	TCF8_MESAU	Nucleus
CE000008911	F56D1.1	YSO1_CAEEL	TCF8_HUMAN	Nucleus
CE000020356	F59A3.3	None	None	Cytoplasm
CE000005435	E02H1.3	None	None	Cytoplasm
CE000003872	F52D10.6	None	None	Cytoplasm
CE000016309	B0280.9	UTP18_CAEEL	UTP18_HUMAN	Cytoplasm
CE000025361	B0432.2	None	PARK7_HUMAN	Cytoplasm
CE000009002	Y94H6A.5b	None	DDX54_HUMAN	Transmembrane
CE000008418	F14B8.1a	None	SL9A2_RAT	Transmembrane
CE000001363	K02A2.2	SRD55_CAEEL	None	Transmembrane
CE000016726	F21C10.6	None	None	Mitochondrion
CE000014990	F13G3.3	None	None	Secretory
CE000000724	F07F6.2	YQP2_CAEEL	None	Transmembrane
CE000019993	ZK6.8	None	UN93A_HUMAN	Transmembrane
CE000020001	ZK6.5	None	RARB_HUMAN	Mitochondrion
CE000007648	C53A3.3	None	None	None
CE000001492	T26H5.3	None	None	Transmembrane
CE000025275	F47C12.10	None	None	Transmembrane
CE000001359	T05A12.1	None	None	Transmembrane
CE000022594	F29C4.5	None	None	Secretory
CE000007048	H14N18.1b.2	None	None	None
CE000007050	H14N18.1b.1	None	None	None
CE000014486	W06A7.3a	None	RTN4_HUMAN	Transmembrane
CE000004040	F48G7.1	None	None	Transmembrane
CE000012641	R148.2	None	None	Secretory
CE000005382	T28C12.1	None	None	Transmembrane
CE000002127	F22A3.5	None	PBX1_MOUSE	Mitochondrion
CE000008968	T04F8.7	None	None	Cytoplasm
CE000020670	T09A5.14	None	None	Nucleus
CE000021948	Y6B3B.7	None	None	Secretory
CE000018850	F48G7.12	None	None	Secretory
CE000024700	C35D6.9	None	None	Transmembrane
CE000017143	T14G10.2a.1	None	RPGF6_HUMAN	Secretory
CE000017142	T14G10.2a.2	None	RPGF6_HUMAN	Secretory
CE000025263	F33D11.7	None	KC1A_SHEEP	Cytoplasm
CE000025263	F33D11.7	None	KC1A_BOVIN	Cytoplasm
CE000025263	F33D11.7	None	KC1A_RABIT	Cytoplasm
CE000001420	K02B12.7	None	ARFG1_RAT	Secretory
CE000006822	ZK105.1	None	None	Mitochondrion
CE000018987	Y95B8A.6a.1	None	None	Secretory
CE000017252	Y95B8A.6a.2	None	None	Nucleus
CE000019357	Y111B2A.5a	None	None	Nucleus
CE000002155	H10D18.4	None	VA3_SOLRI	Cytoplasm
CE000015889	K07A12.4a	None	EF1A_CAEEL	None
CE000025585	F37A8.5	None	YPEL2_HUMAN	Cytoplasm
CE000013113	T09E11.7	None	None	Transmembrane
CE000024694	Y9C9A.11	None	None	Transmembrane
CE000002063	F55H12.3	None	NOTC2_MOUSE	Transmembrane
CE000016828	F56D2.3	None	None	Secretory
CE000015404	ZK430.7.1	None	STRN3_MOUSE	Secretory
CE000015405	ZK430.7.2	None	STRN3_MOUSE	Cytoplasm
CE000023920	F22E5.7	None	None	Cytoplasm
CE000008935	F46H6.5	None	None	Cytoplasm
CE000017421	K01A11.5	None	None	Nucleus
CE000014775	C05D10.4b	None	None	Cytoplasm
CE000019850	C01B10.11	None	None	None
CE000007434	C18E9.5	None	None	Nucleus
CE000022212	C09G4.2b.1	None	KAPB1_BOVIN	Cytoplasm
CE000022211	C09G4.2b.2	None	KAPB1_BOVIN	Cytoplasm
CE000004076	Y54G2A.18.2	None	BAP31_HUMAN	Transmembrane
CE000004077	Y54G2A.18.1	None	BAP31_HUMAN	Transmembrane
CE000024072	F54D7.2	None	None	Transmembrane
CE000009627	F56C9.10a	None	None	Mitochondrion
CE000007010	M03F4.7b	None	None	Cytoplasm
CE000025767	F54D1.5	None	TRPM6_HUMAN	Transmembrane
CE000025767	F54D1.5	None	TRPM6_MOUSE	Transmembrane
CE000025767	F54D1.5	None	TRPM3_HUMAN	Transmembrane
CE000022291	F21D9.2	None	None	Transmembrane
CE000024947	Y75B12B.1	None	None	Nucleus
CE000025531	F01G10.8	None	SMAD2_RAT	Cytoplasm
CE000013919	F45G2.8.1	TIM16_CAEEL	None	Nucleus
CE000005952	F45G2.8.2	TIM16_CAEEL	None	Cytoplasm
CE000018331	F10E7.8	None	None	Mitochondrion
CE000012038	C09E8.1b	None	SC6A5_HUMAN	Transmembrane
CE000003173	F19G12.3	None	None	Secretory
CE000017685	M05D6.6.1	None	None	Cytoplasm
CE000015945	M05D6.6.2	None	None	Secretory
CE000021656	C05C12.3	None	TRPM3_HUMAN	Transmembrane
CE000011909	F12E12.3	None	None	Mitochondrion
CE000024888	C56G2.5	None	PKN3_HUMAN	Cytoplasm
CE000023050	R08C7.12	None	None	Secretory
CE000025694	F41G3.10	None	None	Secretory
CE000010760	K08G2.12	None	None	Transmembrane
CE000002770	C52A11.4b	None	PATJ_DROME	Cytoplasm
CE000024501	C14C11.3.1	None	None	Transmembrane
CE000024502	C14C11.3.2	None	None	Transmembrane
CE000020176	F58G1.7	None	None	Transmembrane
CE000009935	K02F6.8	None	KCD13_HUMAN	Cytoplasm
CE000021954	C37A2.5a	None	None	Secretory
CE000014213	W05B10.4	None	None	Nucleus
CE000012074	C47A4.5	None	None	Cytoplasm
CE000023640	F58B4.3	None	None	Nucleus
CE000007667	F10A3.3	None	None	Nucleus
CE000012762	F47G6.2	None	LUCI_PHOPY	Transmembrane
CE000025649	F40F9.9	None	AQP8_RAT	Transmembrane
CE000023299	T22G5.4	None	None	Transmembrane
CE000015949	F08G2.7	None	None	Cytoplasm
CE000020606	C04A2.3c.3	None	EGL27_CAEEL	Secretory
CE000020607	C04A2.3c.1	None	EGL27_CAEEL	Secretory
CE000020605	C04A2.3c.2	None	EGL27_CAEEL	Secretory
CE000023797	F57G4.5	None	None	Nucleus
CE000024791	F41H10.11	None	None	Secretory
CE000017108	F57C2.2	None	ENC1_MOUSE	Nucleus
CE000009164	F40H3.5	None	NDST1_RAT	Cytoplasm
CE000004191	F28B12.3.1	None	VRK1_MOUSE	Cytoplasm
CE000004180	F28B12.3.2	None	VRK1_MOUSE	Secretory
CE000006023	F16G10.7	None	None	Cytoplasm
CE000011536	R08A2.4	None	None	Secretory
CE000018513	K08F11.1	None	None	Secretory
CE000010792	C01G5.4	None	None	Transmembrane
CE000012714	ZC97.1a	None	MTX2_HUMAN	Nucleus
CE000009097	E03H4.12	None	B3GA1_HUMAN	Secretory
CE000009097	E03H4.12	None	B3GA1_RAT	Secretory
CE000007022	T23D8.3	None	None	Cytoplasm
CE000006505	C39B5.11	None	None	Transmembrane
CE000013394	T21D12.12	None	TFPI1_HUMAN	Secretory
CE000017799	T18D3.9	MPV17_CAEEL	MPV17_HUMAN	Transmembrane
CE000024798	R52.5	None	None	Mitochondrion
CE000006815	D2085.7	None	None	Nucleus
CE000018437	Y22D7AR.5	None	None	Secretory
CE000019763	C27A12.8.1	None	ARI1_HUMAN	Nucleus
CE000019764	C27A12.8.2	None	ARI1_HUMAN	Cytoplasm
CE000010859	Y39G8C.2	None	KC1D_HUMAN	Cytoplasm
CE000010859	Y39G8C.2	None	KC1D_RAT	Cytoplasm
CE000002047	C10C5.7	None	None	Nucleus
CE000010538	C32E8.6a	None	LUCI_PHOPY	Transmembrane
CE000004538	H13N06.3b	None	None	Cytoplasm
CE000010428	R11G11.13	None	None	Transmembrane
CE000008965	R10E4.4.1	MCM5_CAEEL	MCM5_MOUSE	Cytoplasm
CE000008964	R10E4.4.2	MCM5_CAEEL	MCM5_HUMAN	Cytoplasm
CE000008964	R10E4.4.2	MCM5_CAEEL	MCM5_MOUSE	Cytoplasm
CE000008965	R10E4.4.1	MCM5_CAEEL	MCM5_HUMAN	Cytoplasm
CE000008965	R10E4.4.1	MCM5_CAEEL	MCM5A_XENLA	Cytoplasm
CE000008964	R10E4.4.2	MCM5_CAEEL	MCM5A_XENLA	Cytoplasm
CE000021055	C23H3.9b	None	None	Secretory
CE000019356	T23G4.2	None	None	Nucleus
CE000009518	T28F2.2	None	None	Secretory
CE000000400	F53F1.5	None	CUT2_CAEEL	Cytoplasm
CE000017014	T20F7.1	None	None	Secretory
CE000017243	Y116A8C.9	None	None	Transmembrane
CE000012358	Y54G2A.20	None	None	Secretory
CE000014177	B0495.8b	None	None	Secretory
CE000020181	R13H7.2b	None	CCKAR_MOUSE	Transmembrane
CE000023022	C25E10.3b	None	None	Transmembrane
CE000010713	Y81B9A.3	None	None	Cytoplasm
CE000023269	C25A1.4.1	None	MYEF2_HUMAN	Secretory
CE000023268	C25A1.4.2	None	MYEF2_HUMAN	Mitochondrion
CE000022731	F28B1.4	None	None	Nucleus
CE000006765	Y47G6A.21.1	None	DCXR_MESAU	Secretory
CE000006762	Y47G6A.21.2	None	DCXR_MESAU	Nucleus
CE000024180	C02E7.5	None	None	Transmembrane
CE000013577	C49A1.2	None	VMDL3_HUMAN	Transmembrane
CE000017908	R05H10.6	None	STAN_DROME	Transmembrane
CE000024062	C05D11.5	None	None	Nucleus
CE000017706	F46E10.3	None	None	Nucleus
CE000016787	C44C10.10	None	None	Transmembrane
CE000022794	C38C3.4a	None	None	Cytoplasm
CE000004207	C36E8.2	None	None	Secretory
CE000017146	R13H4.6	None	None	Secretory
CE000000009	Y39B6A.24.1	None	PEPC_HUMAN	Nucleus
CE000000008	Y39B6A.24.2	None	PEPC_HUMAN	Secretory
CE000005595	F40F4.3	FABP1_CAEEL	FABP1_CAEEL	Cytoplasm
CE000017640	Y48A6B.8	None	None	Secretory
CE000004009	C27C12.4	None	None	Transmembrane
CE000003395	F54D12.6	None	FRS3_HUMAN	Nucleus
CE000010143	M03A8.1	None	DHB4_HUMAN	Secretory
CE000016483	E03H12.5	None	None	Cytoplasm
CE000008682	ZK637.10	GSHR_CAEEL	TRXR2_MOUSE	Secretory
CE000002325	F46C5.3	NAS25_CAEEL	NAS37_CAEEL	Mitochondrion
CE000019436	B0198.2	None	None	Nucleus
CE000017509	F55G11.8	None	None	Secretory
CE000002526	R09D1.1	None	CHIA_BOVIN	Transmembrane
CE000025369	R08A2.7	None	None	Secretory
CE000003721	R03H4.9	None	None	Transmembrane
CE000010405	Y38E10A.13	None	None	Nucleus
CE000011004	R07E3.3	None	CUT1_CAEEL	Transmembrane
CE000019478	C05D11.12.1	ETFD_CAEEL	ETFD_HUMAN	Secretory
CE000019477	C05D11.12.2	ETFD_CAEEL	ETFD_HUMAN	Nucleus
CE000024680	K09F6.11	None	None	None
CE000011992	F57B9.10a	None	CSN2_MOUSE	Cytoplasm
CE000011992	F57B9.10a	None	CSN2_HUMAN	Cytoplasm
CE000011992	F57B9.10a	None	CSN2_RAT	Cytoplasm
CE000012729	T23F4.3	None	None	Cytoplasm
CE000010102	T26C5.3a	None	None	Transmembrane
CE000000605	C06A5.6	None	None	Secretory
CE000019589	F53C11.1	None	None	Transmembrane
CE000013001	C07A12.3b	None	HNF4_DROME	None
CE000023503	Y26G10.2	None	None	Transmembrane
CE000016521	C15H9.3	None	None	Transmembrane
CE000018514	T13A10.11b	None	None	Secretory
CE000012128	F59G1.1d.4	None	CEGT_HUMAN	None
CE000012124	F59G1.1d.1	None	CEGT_HUMAN	Transmembrane
CE000012127	F59G1.1d.5	None	CEGT_HUMAN	None
CE000012125	F59G1.1d.3	None	CEGT_HUMAN	Transmembrane
CE000012126	F59G1.1d.2	None	CEGT_HUMAN	Transmembrane
CE000013651	F54F2.9	None	DNJC1_MOUSE	Secretory
CE000010782	T23H4.3	NAS5_CAEEL	MEP1B_HUMAN	Secretory
CE000025270	T01H3.5	None	None	Secretory
CE000015547	F41C3.5.1	None	PPGB_MOUSE	Mitochondrion
CE000002722	F41C3.5.2	None	PPGB_MOUSE	Mitochondrion
CE000005533	C46G7.4a	None	None	Nucleus
CE000020066	F08G12.5	None	TRI18_HUMAN	Transmembrane
CE000007249	K07E12.1b	None	DIG1_CAEEL	Secretory
CE000004238	C04A2.7d	None	DCJ14_RAT	Transmembrane
CE000018207	T25F10.6b.1	None	None	Secretory
CE000018206	T25F10.6b.2	None	None	Cytoplasm
CE000001563	C25E10.5	None	None	Transmembrane
CE000004432	ZK858.8	None	None	Secretory
CE000025119	ZK783.4	None	BAZ2A_HUMAN	Nucleus
CE000003093	M142.1	None	None	Nucleus
CE000007945	T28D9.4	YSX4_CAEEL	None	Transmembrane
CE000021107	C31B8.4	None	None	Cytoplasm
CE000025812	C24H12.12	None	None	None
CE000010335	E04F6.11b	None	CLCN2_RABIT	Transmembrane
CE000017324	Y46C8AL.9a	None	MRC1_HUMAN	Transmembrane
CE000024313	C27C7.7	None	None	Secretory
CE000015327	Y105E8B.1d	None	TPM1_DROME	Nucleus
CE000003516	C36B7.5a	None	SEM5A_HUMAN	Secretory
CE000025577	Y116F11A.6	None	None	Secretory
CE000009274	F46H6.2a	None	DGKG_HUMAN	Transmembrane
CE000015430	T28A11.10	None	None	Transmembrane
CE000015654	K10F12.3b	None	PLCB1_RAT	Nucleus
CE000007947	F31E3.2c	None	None	Secretory
CE000012837	F40F12.5	None	CYLD_HUMAN	Nucleus
CE000019126	F53C11.8.1	None	GRWD1_HUMAN	Secretory
CE000019127	F53C11.8.2	None	GRWD1_HUMAN	Secretory
CE000011226	F42A9.7	None	None	Cytoplasm
CE000014534	K05F6.5	None	MEC6_CAEEL	Cytoplasm
CE000003344	Y50F7A.2	None	None	Cytoplasm
CE000006542	Y105E8A.22	EXC4_CAEEL	CLIC6_RABIT	Cytoplasm
CE000020065	F08G12.4	None	None	Cytoplasm
CE000009194	T27B7.2	None	PPARA_MOUSE	Cytoplasm
CE000000845	C34F11.8	None	None	Nucleus
CE000013233	T26E4.14	None	ADA1A_RABIT	Transmembrane
CE000023976	R05D3.6	ATP5E_CAEEL	ATP5E_CAEEL	Cytoplasm
CE000007791	ZC262.5	ATP5E_CAEEL	ATP5E_CAEEL	Cytoplasm
CE000017444	F14H12.3	None	BAI3_MOUSE	Secretory
CE000023164	Y18H1A.11	None	PCY1A_RAT	Secretory
CE000021434	Y71H10B.1b	None	5NTC_HUMAN	Cytoplasm
CE000007901	C39E9.14b	None	None	Secretory
CE000023768	H11E01.2	None	NPT1_RABIT	Transmembrane
CE000009981	C05E4.7	None	None	Cytoplasm
CE000014898	ZK829.3	None	None	Transmembrane
CE000000141	B0393.7	None	LRP2_HUMAN	Mitochondrion
CE000007688	R10D12.13a	None	None	Cytoplasm
CE000009864	T09F5.5	None	None	Transmembrane
CE000019907	H09G03.2b.1	None	ITCH_MOUSE	Cytoplasm
CE000019905	H09G03.2b.2	None	ITCH_MOUSE	Secretory
CE000025909	F25H8.3	None	ATS1_MOUSE	Secretory
CE000002714	Y62H9A.2	None	None	Cytoplasm
CE000011757	C50F2.5	None	None	Mitochondrion
CE000015563	ZC328.3	None	None	Transmembrane
CE000022371	F48B9.1	None	None	Cytoplasm
CE000024468	T05E11.6	None	GPI8_HUMAN	Cytoplasm
CE000009188	F40B5.3	None	None	Cytoplasm
CE000020694	ZC404.3a	None	None	Secretory
CE000013093	R13G10.4	None	None	Transmembrane
CE000000307	C32E8.2a.2	None	None	Secretory
CE000000308	C32E8.2a.3	None	None	Nucleus
CE000000306	C32E8.2a.1	None	None	Nucleus
CE000020866	C17E4.3	None	None	Transmembrane
CE000007296	F09G2.7	None	None	Transmembrane
CE000025597	C01H6.3	None	None	Secretory
CE000002731	T22F7.3	None	TFPI1_HUMAN	Nucleus
CE000007551	W01B11.3	None	NOP5_HUMAN	None
CE000012672	F21A3.8	None	None	None
CE000015436	Y37E11B.4	None	TAF2_DROME	Secretory
CE000015613	Y54E10A.17.2	None	None	Secretory
CE000015614	Y54E10A.17.1	None	None	Secretory
CE000008776	C30G4.4a	None	None	Secretory
CE000016353	Y51H7C.6c	None	COG4_HUMAN	None
CE000010106	F15D4.4	None	CATS_HUMAN	Cytoplasm
CE000015059	C28F5.1	None	None	Secretory
CE000009366	F41G3.21	None	None	None
CE000004155	E03H4.8	None	None	Secretory
CE000010883	F35E12.3	None	None	Mitochondrion
CE000002237	F20C5.1b	None	PARG_HUMAN	Cytoplasm
CE000002937	C06E7.6	None	None	Nucleus
CE000017519	F59E12.6b	None	None	Nucleus
CE000024462	D1086.8	None	None	Cytoplasm
CE000014336	T11G6.2.2	None	None	Transmembrane
CE000014337	T11G6.2.1	None	None	Transmembrane
CE000024858	H14E04.1	None	None	Cytoplasm
CE000013410	R08E5.2c	None	CBS_RAT	Cytoplasm
CE000006404	F11E6.1b	None	GLCM_PANTR	Secretory
CE000006404	F11E6.1b	None	GLCM_HUMAN	Secretory
CE000016913	Y74C10AR.2	None	None	Secretory
CE000011778	F49E2.5b.2	None	None	None
CE000011777	F49E2.5b.1	None	None	None
CE000011093	F15E11.4	None	None	Cytoplasm
CE000010543	F55A3.5	None	GPX41_RAT	Cytoplasm
CE000010543	F55A3.5	None	GPX41_MOUSE	Cytoplasm
CE000021632	C18B10.4	None	None	Transmembrane
CE000012294	F36G9.6	None	None	Transmembrane
CE000016158	Y102A5C.3	None	None	Nucleus
CE000020823	T28H11.4	None	FOXI2_RAT	Cytoplasm
CE000002957	Y34B4A.3	None	None	Transmembrane
CE000023500	F11D5.1b	None	None	Cytoplasm
CE000015692	Y53C10A.12.1	None	HSF1_HUMAN	None
CE000015693	Y53C10A.12.2	None	HSF1_HUMAN	None
CE000000846	C34F11.1	None	None	Nucleus
CE000013489	ZK899.8i.2	None	SYGP1_RAT	None
CE000013488	ZK899.8i.1	None	SYGP1_RAT	None
CE000016436	Y69E1A.8	None	None	Nucleus
CE000005254	T17E9.1b	None	TAOK1_HUMAN	Nucleus
CE000003283	Y57G7A.10b	None	K0103_MOUSE	Secretory
CE000014031	F22F7.6	None	B3GN6_HUMAN	Mitochondrion
CE000004484	B0547.1.1	CSN5_CAEEL	CSN5_CAEEL	None
CE000004485	B0547.1.2	CSN5_CAEEL	CSN5_CAEEL	None
CE000025665	Y54F10AM.4c	CASP_CAEEL	CASP_HUMAN	Transmembrane
CE000008137	ZK757.4b	None	ZDHC3_MOUSE	Transmembrane
CE000015180	K09H9.1	None	None	Cytoplasm
CE000002461	F48F5.4	None	None	Transmembrane
CE000010748	B0281.5	None	KCD13_HUMAN	Nucleus
CE000013378	K11H12.5	None	None	Cytoplasm
CE000024261	F59A1.12	None	None	Transmembrane
CE000014717	F20D12.7	None	None	Transmembrane
CE000008328	Y119D3B.18	None	None	Nucleus
CE000009175	B0025.1b.2	None	P3C2A_HUMAN	None
CE000009174	B0025.1b.1	None	P3C2A_HUMAN	None
CE000023117	F38B2.4.2	KAD1_CAEEL	KAD1_PIG	Secretory
CE000023118	F38B2.4.1	KAD1_CAEEL	KAD1_PIG	Secretory
CE000004440	T05A7.10	None	FUT7_HUMAN	Transmembrane
CE000019071	C15B12.7a	None	ZNT2_HUMAN	None
CE000009327	Y40G12A.2	None	UCHL1_HUMAN	Nucleus
CE000001145	F01D4.2	None	UD110_HUMAN	Transmembrane
CE000008076	T27E4.7.1	None	None	Cytoplasm
CE000008077	T27E4.7.2	None	None	Cytoplasm
CE000001215	K07H8.6a	VIT6_CAEEL	VIT6_OSCBR	Mitochondrion
CE000001215	K07H8.6a	VIT6_CAEEL	VIT6_CAEEL	Mitochondrion
CE000008951	C49C3.13	None	PGCB_HUMAN	Secretory
CE000021781	T22F3.5	None	None	Transmembrane
CE000025496	C25A1.3	None	None	Nucleus
CE000018345	Y59E9AR.5	TBX30_CAEEL	TBX8_CAEEL	Cytoplasm
CE000018340	Y59E9AR.3	TBX30_CAEEL	TBX8_CAEEL	Cytoplasm
CE000006739	F01D5.1	None	None	Secretory
CE000025785	F52C12.4	None	MTMRD_HUMAN	Transmembrane
CE000018358	C46H3.2b.1	None	CSKI1_RAT	Cytoplasm
CE000018359	C46H3.2b.2	None	CSKI1_RAT	Cytoplasm
CE000021555	F14B6.5	None	None	Transmembrane
CE000003057	C25F9.2	None	None	Secretory
CE000001984	T25D10.2	None	LACH_DROME	Transmembrane
CE000008678	F27D4.7	None	None	Transmembrane
CE000003650	T08D2.8	None	None	Mitochondrion
CE000025416	M01B2.7	None	GP101_HUMAN	Transmembrane
